"Direction","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Ontology"
"-1","GO:0005198","structural molecule activity","92/784","422/14123",5.3358536955183e-31,1.85687708604037e-28,1.64007292535931e-28,"Mbp/Rps29/Rps14/Mal/Rps27/Rpl36/Cryab/Rps26/Plp1/Rps25/Rplp1/Rpl14/Rpl38/Rpl37/Rps15/Rps18/Rpl29/Rps10/Rpl18a/Rps16/Rpl32/Rpl11/Rps19/Rps21/Rpl28/Rps17/Rpl30/Rpl31/Rpl37a/Rpl13/Rpl21/Rps2/Tuba1b/Rpl27/Mrps21/Rpl35/Hapln4/Rps4x/Myl6/Rpl39/Rpl10/Rpl34/Rpl23/Rps9/Rps24/Rps28/Rpl8/Arpc5/Rps11/Fau/Lamtor5/Rpl10a/Rpl5/Iscu/Cldn11/Rpl18/Rps3/Rps12/Rpl9/Mobp/Rplp2/Pllp/Rps15a/Rps13/Rps3a1/Rpl35a/Add3/Slc9a3r2/Mrpl34/Rpl27a/Actb/Slc9a3r1/Rps6/Mrpl30/Rpl17/Rpsa/Mrpl21/Isca2/Mrps7/Lamtor2/Mrpl4/Arpc4/Rpl12/Cltb/Mrpl43/Lamtor1/Rps8/Mall/Rpl19/Rpl3/Rpl6/Tubb4a",92,"MF"
"-1","GO:0015934","large ribosomal subunit","45/802","107/14347",1.57327548267548e-28,7.86637741337739e-27,6.30966272525639e-27,"Rpl36/Rplp1/Rpl14/Rpl38/Rpl37/Rpl29/Rpl18a/Rpl32/Rpl11/Rpl28/Rpl30/Rpl31/Rpl37a/Rpl13/Rpl21/Rpl27/Rpl35/Rpl39/Rpl10/Rpl34/Rpl23/Rpl8/Rpl10a/Rpl5/Rpl18/Rpl36a/Rps12/Mrpl42/Rpl9/Rplp2/Rpl35a/Mrpl34/Rpl27a/Rpl26/Mrpl52/Mrpl30/Rpl17/Mrpl21/Mrpl4/Mrpl58/Rpl12/Mrpl43/Rpl19/Rpl3/Rpl6",45,"CC"
"-1","GO:0005743","mitochondrial inner membrane","81/802","373/14347",5.4519816006698e-27,2.47817345484991e-25,1.9877559711533e-25,"CYTB/COX1/Cox7c/Cnp/Cox6a1/Cox5b/Cox8a/Cox4i1/Ndufb9/Ndufs6/Cox6c/Gpx4/Ndufa13/Cox6b1/Usmg5/Uqcrq/ND1/ND2/Uqcrh/Atp5j2/Cox7b/Atp5h/Slc1a3/Uqcr10/Ndufa12/Ndufa1/Atp5e/Tomm22/Ndufa2/Mrps21/Efhd1/Ndufb5/Romo1/Cox7a2l/Ndufc1/Uqcr11/Pink1/Ndufa3/Atpif1/Atp5k/Cox7a2/Ndufc2/Ndufb10/Minos1/Timm10/Timm8b/Atp5j/2410015M20Rik/Ndufv3/Rps3/Ndufb4/Ucp2/Ndufv2/Atp5d/Sdhc/Ndufa8/Sdhd/Sod2/Ndufs5/Pet100/Ndufa5/Slc25a4/Slc25a23/Bdnf/Atp5g1/Atp5l/Ndufb6/ND5/Atp5g2/Ociad2/Ndufa10/Ndufs4/Pam16/Mpc2/Slc25a5/Maob/Sfxn5/Atp5b/Atp5c1/Cyc1/Atp5o",81,"CC"
"-1","GO:0019866","organelle inner membrane","83/802","406/14347",9.68315148458886e-26,4.03464645191203e-24,3.23621115405996e-24,"CYTB/COX1/Cox7c/Cnp/Cox6a1/Cox5b/Cox8a/Cox4i1/Ndufb9/Ndufs6/Cox6c/Gpx4/Ndufa13/Cox6b1/Usmg5/Uqcrq/ND1/ND2/Uqcrh/Atp5j2/Cox7b/Atp5h/Slc1a3/Uqcr10/Ndufa12/Ndufa1/Atp5e/Tomm22/Ndufa2/Mrps21/Efhd1/Ndufb5/Romo1/Cox7a2l/Ndufc1/Uqcr11/Pink1/Ndufa3/Atpif1/Atp5k/Cox7a2/Ndufc2/Ndufb10/Minos1/Timm10/Timm8b/Atp5j/2410015M20Rik/Ndufv3/Rps3/Ndufb4/Ucp2/Ndufv2/Atp5d/Sdhc/Ndufa8/Sdhd/Sod2/Ndufs5/Pet100/Ndufa5/Unc50/Slc25a4/Slc25a23/Bdnf/Atp5g1/Atp5l/Ndufb6/ND5/Atp5g2/Ociad2/Ndufa10/Ndufs4/Pam16/Mpc2/Slc25a5/Maob/Sfxn5/Atp5b/Ifi27/Atp5c1/Cyc1/Atp5o",83,"CC"
"-1","GO:0005746","mitochondrial respiratory chain","35/802","70/14347",1.22126619704925e-25,4.3616649894616e-24,3.49851444417867e-24,"COX1/Cox7c/Cox6a1/Cox5b/Cox8a/Cox4i1/Ndufb9/Ndufs6/Ndufa13/Uqcrq/ND1/Uqcrh/Cox7b/Uqcr10/Ndufa12/Ndufa1/Ndufa2/Ndufb5/Cox7a2l/Ndufc1/Ndufa3/Cox7a2/Ndufc2/Ndufb10/Ndufv3/Ndufb4/Ndufv2/Ndufa8/Sdhd/Ndufs5/Ndufa5/Ndufb6/Ndufa10/Ndufs4/Cyc1",35,"CC"
"-1","GO:0098803","respiratory chain complex","35/802","70/14347",1.22126619704925e-25,4.3616649894616e-24,3.49851444417867e-24,"CYTB/COX1/Cox7c/Cox6a1/Cox5b/Cox8a/Cox4i1/Ndufb9/Ndufs6/Ndufa13/Uqcrq/ND1/Uqcrh/Cox7b/Uqcr10/Ndufa12/Ndufa1/Ndufa2/Ndufb5/Ndufc1/Ndufa3/Ndufc2/Ndufb10/Ndufv3/Ndufb4/Ndufv2/Sdhc/Ndufa8/Sdhd/Ndufs5/Ndufa5/Ndufb6/Ndufa10/Ndufs4/Cyc1",35,"CC"
"-1","GO:0022627","cytosolic small ribosomal subunit","27/802","43/14347",1.12126162741298e-23,3.73753875804326e-22,2.99789950908312e-22,"Rps29/Rps14/Rps27/Rps26/Rps25/Rps15/Rps18/Rps10/Rps16/Rps19/Rps21/Rps17/Rps2/Rps4x/Rps9/Rps24/Rps28/Rps11/Fau/Rps3/Rps12/Rps15a/Rps13/Rps3a1/Rps6/Rpsa/Rps8",27,"CC"
"-1","GO:0015078","hydrogen ion transmembrane transporter activity","34/784","83/14123",1.66915808504364e-21,3.87244675730125e-19,3.42030990058066e-19,"CYTB/COX1/Cox7c/Cox6a1/Cox5b/Cox8a/Cox4i1/Cox6c/Cox6b1/Uqcrq/Atp6v1g2/Uqcrh/Cox7b/Atp5h/Uqcr10/Atp5e/Cox7a2l/Uqcr11/Atp5k/Cox7a2/Slc9a1/Atp5j/Slc11a2/Atp5d/Atp6v1a/Atp5g1/Atp6v0b/Atp5l/Atp5g2/Atp6v1f/Atp6v0e2/Atp5b/Atp5c1/Atp5o",34,"MF"
"-1","GO:0015935","small ribosomal subunit","30/802","70/14347",1.02099047707936e-19,3.190595240873e-18,2.55919323531076e-18,"Rps29/Rps14/Rps27/Rps26/Rps25/Rps15/Rps18/Rps10/Rps16/Rps19/Rps21/Rps17/Rps2/Mrps21/Rps4x/Rps9/Rps24/Rps28/Rps11/Fau/Rps3/Rps12/Mrpl42/Rps15a/Rps13/Rps3a1/Rps6/Rpsa/Mrps7/Rps8",30,"CC"
"-1","GO:0046034","ATP metabolic process","51/793","190/14177",1.16498751633238e-21,4.93255714415132e-18,4.63665031500289e-18,"CYTB/COX1/Cox7c/Cox6a1/Cox5b/Aldoc/Cox8a/Cox4i1/Ndufb9/Ndufs6/Uqcrq/ND2/Uqcrh/Adcyap1/Atp5j2/Atp5h/Uqcr10/Ndufa12/Atp5e/Cox7a2l/Snca/Pink1/Atpif1/Atp5k/Ndufc2/Chchd10/Atp5j/Ndufv3/Ndufv2/Cycs/Atp5d/Sdhd/Bpgm/Rhoa/Mif/Ddit4/Atp6v1a/Slc25a23/Bdnf/Atp5g1/Tpi1/Atp5l/Ndufb6/ND5/Atp5g2/Ndufa10/Atp5b/Atp5c1/Cyc1/Atp5o/ND4",51,"BP"
"-1","GO:0009205","purine ribonucleoside triphosphate metabolic process","52/793","209/14177",1.93924218253831e-20,2.58001930308727e-17,2.42524251919871e-17,"CYTB/COX1/Cox7c/Cox6a1/Cox5b/Aldoc/Cox8a/Cox4i1/Ndufb9/Ndufs6/Uqcrq/ND2/Uqcrh/Adcyap1/Atp5j2/Atp5h/Uqcr10/Ndufa12/Atp5e/Cox7a2l/Snca/Pink1/Atpif1/Atp5k/Ndufc2/Chchd10/Atp5j/Ndufv3/Ndufv2/Cycs/Atp5d/Sdhd/Bpgm/Rhoa/Mif/Ddit4/Atp6v1a/Slc25a23/Bdnf/Atp5g1/Tpi1/Atp5l/Ndufb6/ND5/Atp5g2/Mocs2/Ndufa10/Atp5b/Atp5c1/Cyc1/Atp5o/ND4",52,"BP"
"-1","GO:0006119","oxidative phosphorylation","31/793","72/14177",2.12627983441246e-20,2.58001930308727e-17,2.42524251919871e-17,"CYTB/COX1/Cox7c/Cox6a1/Cox5b/Cox8a/Cox4i1/Ndufb9/Ndufs6/Uqcrq/ND2/Uqcrh/Uqcr10/Ndufa12/Cox7a2l/Snca/Pink1/Ndufc2/Chchd10/Ndufv3/Ndufv2/Cycs/Sdhd/Rhoa/Slc25a23/Bdnf/Ndufb6/ND5/Ndufa10/Cyc1/ND4",31,"BP"
"-1","GO:0042773","ATP synthesis coupled electron transport","27/793","53/14177",2.43742966753639e-20,2.58001930308727e-17,2.42524251919871e-17,"CYTB/COX1/Cox7c/Cox6a1/Cox5b/Cox8a/Cox4i1/Ndufb9/Ndufs6/Uqcrq/ND2/Uqcrh/Uqcr10/Ndufa12/Snca/Pink1/Ndufc2/Ndufv3/Ndufv2/Cycs/Sdhd/Bdnf/Ndufb6/ND5/Ndufa10/Cyc1/ND4",27,"BP"
"-1","GO:0042775","mitochondrial ATP synthesis coupled electron transport","26/793","49/14177",3.16624749890574e-20,2.68117838207338e-17,2.52033300912897e-17,"CYTB/COX1/Cox7c/Cox6a1/Cox5b/Cox8a/Cox4i1/Ndufb9/Ndufs6/Uqcrq/ND2/Uqcrh/Uqcr10/Ndufa12/Snca/Pink1/Ndufc2/Ndufv3/Ndufv2/Cycs/Sdhd/Bdnf/Ndufb6/Ndufa10/Cyc1/ND4",26,"BP"
"-1","GO:0009167","purine ribonucleoside monophosphate metabolic process","52/793","213/14177",4.8456984928581e-20,2.93095534553731e-17,2.75512571451075e-17,"CYTB/COX1/Cox7c/Cox6a1/Cox5b/Aldoc/Cox8a/Cox4i1/Ndufb9/Ndufs6/Uqcrq/ND2/Uqcrh/Adcyap1/Atp5j2/Atp5h/Uqcr10/Ndufa12/Atp5e/Cox7a2l/Snca/Pink1/Atpif1/Atp5k/Ndufc2/Chchd10/Atp5j/Ndufv3/Ndufv2/Cycs/Atp5d/Sdhd/Bpgm/Rhoa/Mif/Ddit4/Atp6v1a/Slc25a23/Bdnf/Atp5g1/Tpi1/Atp5l/Ndufb6/ND5/Atp5g2/Ndufa10/Nudt3/Atp5b/Atp5c1/Cyc1/Atp5o/ND4",52,"BP"
"-1","GO:0009199","ribonucleoside triphosphate metabolic process","52/793","213/14177",4.8456984928581e-20,2.93095534553731e-17,2.75512571451075e-17,"CYTB/COX1/Cox7c/Cox6a1/Cox5b/Aldoc/Cox8a/Cox4i1/Ndufb9/Ndufs6/Uqcrq/ND2/Uqcrh/Adcyap1/Atp5j2/Atp5h/Uqcr10/Ndufa12/Atp5e/Cox7a2l/Snca/Pink1/Atpif1/Atp5k/Ndufc2/Chchd10/Atp5j/Ndufv3/Ndufv2/Cycs/Atp5d/Sdhd/Bpgm/Rhoa/Mif/Ddit4/Atp6v1a/Slc25a23/Bdnf/Atp5g1/Tpi1/Atp5l/Ndufb6/ND5/Atp5g2/Mocs2/Ndufa10/Atp5b/Atp5c1/Cyc1/Atp5o/ND4",52,"BP"
"-1","GO:0009126","purine nucleoside monophosphate metabolic process","52/793","214/14177",6.0691721493662e-20,3.21210936005206e-17,3.01941314430968e-17,"CYTB/COX1/Cox7c/Cox6a1/Cox5b/Aldoc/Cox8a/Cox4i1/Ndufb9/Ndufs6/Uqcrq/ND2/Uqcrh/Adcyap1/Atp5j2/Atp5h/Uqcr10/Ndufa12/Atp5e/Cox7a2l/Snca/Pink1/Atpif1/Atp5k/Ndufc2/Chchd10/Atp5j/Ndufv3/Ndufv2/Cycs/Atp5d/Sdhd/Bpgm/Rhoa/Mif/Ddit4/Atp6v1a/Slc25a23/Bdnf/Atp5g1/Tpi1/Atp5l/Ndufb6/ND5/Atp5g2/Ndufa10/Nudt3/Atp5b/Atp5c1/Cyc1/Atp5o/ND4",52,"BP"
"-1","GO:0009161","ribonucleoside monophosphate metabolic process","52/793","216/14177",9.47841799983173e-20,4.45906909014306e-17,4.1915670710367e-17,"CYTB/COX1/Cox7c/Cox6a1/Cox5b/Aldoc/Cox8a/Cox4i1/Ndufb9/Ndufs6/Uqcrq/ND2/Uqcrh/Adcyap1/Atp5j2/Atp5h/Uqcr10/Ndufa12/Atp5e/Cox7a2l/Snca/Pink1/Atpif1/Atp5k/Ndufc2/Chchd10/Atp5j/Ndufv3/Ndufv2/Cycs/Atp5d/Sdhd/Bpgm/Rhoa/Mif/Ddit4/Atp6v1a/Slc25a23/Bdnf/Atp5g1/Tpi1/Atp5l/Ndufb6/ND5/Atp5g2/Ndufa10/Nudt3/Atp5b/Atp5c1/Cyc1/Atp5o/ND4",52,"BP"
"-1","GO:0009144","purine nucleoside triphosphate metabolic process","52/793","217/14177",1.18190612458693e-19,5.00419053150108e-17,4.703986375856e-17,"CYTB/COX1/Cox7c/Cox6a1/Cox5b/Aldoc/Cox8a/Cox4i1/Ndufb9/Ndufs6/Uqcrq/ND2/Uqcrh/Adcyap1/Atp5j2/Atp5h/Uqcr10/Ndufa12/Atp5e/Cox7a2l/Snca/Pink1/Atpif1/Atp5k/Ndufc2/Chchd10/Atp5j/Ndufv3/Ndufv2/Cycs/Atp5d/Sdhd/Bpgm/Rhoa/Mif/Ddit4/Atp6v1a/Slc25a23/Bdnf/Atp5g1/Tpi1/Atp5l/Ndufb6/ND5/Atp5g2/Mocs2/Ndufa10/Atp5b/Atp5c1/Cyc1/Atp5o/ND4",52,"BP"
"-1","GO:0009141","nucleoside triphosphate metabolic process","54/793","234/14177",1.46103761191784e-19,5.21303435679906e-17,4.90030154465288e-17,"CYTB/COX1/Cox7c/Cox6a1/Cox5b/Aldoc/Cox8a/Cox4i1/Ndufb9/Ndufs6/Uqcrq/ND2/Uqcrh/Adcyap1/Atp5j2/Atp5h/Uqcr10/Ndufa12/Atp5e/Cox7a2l/Snca/Pink1/Atpif1/Atp5k/Ndufc2/Chchd10/Atp5j/Ndufv3/Ndufv2/Cycs/Atp5d/Sdhd/Bpgm/Rhoa/Mif/Ddit4/Atp6v1a/Cmpk1/Slc25a23/Bdnf/Atp5g1/Tpi1/Atp5l/Ndufb6/ND5/Atp5g2/Mocs2/Ndufa10/Rrm2b/Atp5b/Atp5c1/Cyc1/Atp5o/ND4",54,"BP"
"-1","GO:0022900","electron transport chain","31/793","76/14177",1.47747785265916e-19,5.21303435679906e-17,4.90030154465288e-17,"CYTB/COX1/Cox7c/Cox6a1/Cox5b/Cox8a/Cox4i1/Ndufb9/Ndufs6/Uqcrq/ND2/Uqcrh/Slc1a3/Uqcr10/Ndufa12/Snca/Pink1/Ndufc2/Ndufv3/Ndufv2/Cycs/Sdhd/Sod2/Ndufa5/Bdnf/Ndufb6/ND5/Ndufa10/Ndufs4/Cyc1/ND4",31,"BP"
"-1","GO:0022904","respiratory electron transport chain","30/793","71/14177",1.69695145513099e-19,5.52684035463431e-17,5.19528214724718e-17,"CYTB/COX1/Cox7c/Cox6a1/Cox5b/Cox8a/Cox4i1/Ndufb9/Ndufs6/Uqcrq/ND2/Uqcrh/Slc1a3/Uqcr10/Ndufa12/Snca/Pink1/Ndufc2/Ndufv3/Ndufv2/Cycs/Sdhd/Sod2/Ndufa5/Bdnf/Ndufb6/ND5/Ndufa10/Cyc1/ND4",30,"BP"
"-1","GO:0009123","nucleoside monophosphate metabolic process","52/793","222/14177",3.48757816116278e-19,1.05474328102594e-16,9.91468648673419e-17,"CYTB/COX1/Cox7c/Cox6a1/Cox5b/Aldoc/Cox8a/Cox4i1/Ndufb9/Ndufs6/Uqcrq/ND2/Uqcrh/Adcyap1/Atp5j2/Atp5h/Uqcr10/Ndufa12/Atp5e/Cox7a2l/Snca/Pink1/Atpif1/Atp5k/Ndufc2/Chchd10/Atp5j/Ndufv3/Ndufv2/Cycs/Atp5d/Sdhd/Bpgm/Rhoa/Mif/Ddit4/Atp6v1a/Slc25a23/Bdnf/Atp5g1/Tpi1/Atp5l/Ndufb6/ND5/Atp5g2/Ndufa10/Nudt3/Atp5b/Atp5c1/Cyc1/Atp5o/ND4",52,"BP"
"-1","GO:0005747","mitochondrial respiratory chain complex I","21/802","40/14347",1.83982041385261e-16,4.84163266803319e-15,3.88349904530663e-15,"Ndufb9/Ndufs6/Ndufa13/ND1/Ndufa12/Ndufa1/Ndufa2/Ndufb5/Ndufc1/Ndufa3/Ndufc2/Ndufb10/Ndufv3/Ndufb4/Ndufv2/Ndufa8/Ndufs5/Ndufa5/Ndufb6/Ndufa10/Ndufs4",21,"CC"
"-1","GO:0030964","NADH dehydrogenase complex","21/802","40/14347",1.83982041385261e-16,4.84163266803319e-15,3.88349904530663e-15,"Ndufb9/Ndufs6/Ndufa13/ND1/Ndufa12/Ndufa1/Ndufa2/Ndufb5/Ndufc1/Ndufa3/Ndufc2/Ndufb10/Ndufv3/Ndufb4/Ndufv2/Ndufa8/Ndufs5/Ndufa5/Ndufb6/Ndufa10/Ndufs4",21,"CC"
"-1","GO:0045271","respiratory chain complex I","21/802","40/14347",1.83982041385261e-16,4.84163266803319e-15,3.88349904530663e-15,"Ndufb9/Ndufs6/Ndufa13/ND1/Ndufa12/Ndufa1/Ndufa2/Ndufb5/Ndufc1/Ndufa3/Ndufc2/Ndufb10/Ndufv3/Ndufb4/Ndufv2/Ndufa8/Ndufs5/Ndufa5/Ndufb6/Ndufa10/Ndufs4",21,"CC"
"1","GO:0003779","actin binding","60/732","339/14123",2.81580235586969e-17,1.87532436900921e-14,1.65391338376346e-14,"Sptb/Dst/Sptbn1/Sptan1/Macf1/Ppp1r9a/Myo5a/Plec/Limch1/Mprip/Flnb/Myh10/Syne1/Dbn1/Clmn/Mical3/Syne2/Myo9a/Myh9/Ttn/Actn4/Myo10/Myh14/Tns1/Sptbn4/Svil/Myo18a/Myo5b/Actn2/Ssh2/Dmd/Gsn/Myo7a/Shroom3/Lima1/Actn1/Ino80/Map1a/Utrn/Map1b/Hip1/Myo6/Gas2l3/Lcp1/Sipa1l1/Lrrk2/Myrip/Mical1/Crocc/Ccdc88a/Myh11/Trpm7/Nexn/Epb41l1/Hdac6/Msn/Fmn1/Myo9b/Diaph1/Flii",60,"MF"
